Tiêu đề,Giá,Diện tích,Giá/m²,Phòng ngủ,WC,Địa điểm
"Bán nhà riêng 50m2 Xuân Thuỷ, Cầu Giấy phân lô 2 thoáng trước sau, ô tô tránh.",15 tỷ,50 m²,300 tr/m²,4 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
"Cần bán nhà 24/21 Lam Sơn, P2, TB 4.5mx10m, nhà mới xây 2 lầu ST giá 8.8 tỷ","8,8 tỷ",45 m²,"195,56 tr/m²",,,"Tân Bình, Hồ Chí Minh"
"Không đâu rẻ hơn! Nhà phố Lạc Long Quân - Cầu Giấy 60m2 x 7 tầng thang máy, ô tô tránh, sổ hoa hậu","21,5 tỷ",54 m²,"398,15 tr/m²",6 Phòng ngủ,6 WC,"Cầu Giấy, Hà Nội"
"BÁN NHÀ LÊ QUÝ ĐÔN 60M 4 TẦNG THOÁNG SÁNG, CÁCH MẶT PHỐ 5M. GIÁ CHỈ 11 TỶ!",11 tỷ,60 m²,"183,33 tr/m²",,,"Hai Bà Trưng, Hà Nội"
"bán nhà mặt tiền nội bộ C39 phường NCT quận 1 nguyễn trãi bộ công an, vị trí cực đẹp đất vuông",25 tỷ,95 m²,"263,16 tr/m²",,,"Quận 1, Hồ Chí Minh"
"Bán nhà Bùi Đình Tuý, Bình Thạnh, hẻm xe hơi thông 6m, DT 3.2x15.6m, nở hậu 3.3m , giá 6.2 tỷ","6,2 tỷ","49,92 m²","124,2 tr/m²",,,"Bình Thạnh, Hồ Chí Minh"
"Siêu phẩm Lê Trọng Tấn P.BHH hẻm 6m sát mặt tiền, 5x9m, 1 trệt 3 lầu, gần chợ, giá 5.9 tỷ TL","5,9 tỷ",45 m²,"131,11 tr/m²",,,"Bình Tân, Hồ Chí Minh"
"Bán nhà Xuân Đỉnh - ""gói trọn"" tiện ích Ngoại Giao Đoàn 33m2 x5 tầng nhà mới ở luôn - giá chỉ 6,8tỷ","6,8 tỷ",33 m²,"206,06 tr/m²",4 Phòng ngủ,5 WC,"Bắc Từ Liêm, Hà Nội"
BÁN NHÀ GÓC 3MT HẺM 3.5m HOÀ HƯNG P13 Q10 3.7X15(44m2) TRỆT LỬNG 2 LẦU ST 4PN 4WC GIÁ 7.5 TỶ TL,"7,5 tỷ",44 m²,"170,46 tr/m²",4 Phòng ngủ,4 WC,"Quận 10, Hồ Chí Minh"
"Nhà đường Lê Cơ KDC Nam Hùng Vương quận Bình Tân hẻm xe hơi thông 2 tầng 5x12 giá 3,9 tỷ bao đầu tư","3,9 tỷ",60 m²,65 tr/m²,2 Phòng ngủ,2 WC,"Bình Tân, Hồ Chí Minh"
"Bán gấp nhà riêng tại Đường Miễu Ông, Xã Tân Bình, Vĩnh Cửu, Đồng Nai, 2,25 tỷ, 100m2","2,25 tỷ",100 m²,"22,5 tr/m²",3 Phòng ngủ,2 WC,"Vĩnh Cửu, Đồng Nai"
"Nhà mới đầy đủ nội thất mới 100%, HXH, Trần Văn Đang Q3. Sổ hồng riêng, hoàn công đầy đủ","4,58 tỷ",23 m²,"199,13 tr/m²",2 Phòng ngủ,2 WC,"Quận 3, Hồ Chí Minh"
"Độc Nhất Vô Nhị Nhà Hoàng Cầu Phân Khúc Cực Hiếm Nhà Bán Chỉ Nhỉnh 12 Tỷ 45m , 5 Tầng Nhà Dân Xây","12,6 tỷ",45 m²,280 tr/m²,4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
Siêu phẩm tòa nhà dòng tiền phố Yên Hòa - Cầu Giấy,"18,48 tỷ",68 m²,"271,76 tr/m²",10 Phòng ngủ,12 WC,"Cầu Giấy, Hà Nội"
"Bán gấp nhà riêng mới xây tại 141/43/ hẻm xe hơi đường Số 28 (hẻm Lê Đức Thọ) P6, Gò Vấp","6,5 tỷ",35 m²,"185,71 tr/m²",3 Phòng ngủ,3 WC,"Gò Vấp, Hồ Chí Minh"
"Biệt thự góc 2MT hẻm Trần Đình Xu thông Trần Hưng Đạo, p. Cầu Kho, Q1, DT 320m2, giá chỉ 82 tỷ",82 tỷ,320 m²,"256,25 tr/m²",,,"Quận 1, Hồ Chí Minh"
"Siêu phẩm đầu tư - Nhà mặt tiền đường tuyến Cách Mạng Tháng 8, Quận 1",88 tỷ,350 m²,"251,43 tr/m²",,,"Quận 10, Hồ Chí Minh"
Bán toà căn hộ tại đường Hùng Vương - Cách Chợ đêm Nha Trang chỉ 100m,26 tỷ,117 m²,"222,22 tr/m²",8 Phòng ngủ,10 WC,"Nha Trang, Khánh Hòa"
"Bán nhà riêng đẹp tại Gia Sàng, Thái Nguyên, 45 tỷ, 1700m2, 5PN, 5WC, chính chủ",45 tỷ,1.700 m²,"26,47 tr/m²",5 Phòng ngủ,5 WC,"Thái Nguyên, Thái Nguyên"
"Bán nhà 4 tầng full công năng 4 ngủ chỉ 2,xxx tỷ","2,45 tỷ",45 m²,"54,44 tr/m²",4 Phòng ngủ,3 WC,"Hải An, Hải Phòng"
"Bán biệt thự Indochine tại Xóm Tây, Quốc Oai, Hà Nội, 36 triệu/m2, 200.1m2, view núi Thầy","7,2 tỷ","200,1 m²",36 tr/m²,3 Phòng ngủ,1 WC,"Quốc Oai, Hà Nội"
"Bán nhà riêng 5 tầng, thang máy, ngõ thông, gần phố, ô tô vào nhà Yên Lạc - Kim Ngưu","14,75 tỷ",46 m²,"320,65 tr/m²",3 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà Tây Thạnh Tân Phú, 4.5x16m, 2 tầng, Hẻm nhựa 7m, sổ vuông vức, Chỉ 7tỷ29, 0949 226 ***","7,29 tỷ",72 m²,"101,25 tr/m²",3 Phòng ngủ,3 WC,"Tân Phú, Hồ Chí Minh"
Nhà chính chủ - đường Láng - 7tỷ4 - 5 tầng - ngõ thông - hàng hiếm còn xót lại - nhanh chân mới kịp,"7,4 tỷ",35 m²,"211,43 tr/m²",4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Bán nhà Xuân Diệu Tây Hồ 120m2 7 tầng 14 căn hộ khép kín. Ngõ nông, oto vào nhà, tương lai, 38 tỷ",38 tỷ,120 m²,"316,67 tr/m²",14 Phòng ngủ,14 WC,"Tây Hồ, Hà Nội"
"Bán nhà phố Nguyễn Tuân,Thanh Xuân ô tô ra vào kinh doanh thuận tiện 3 thoáng 62m2 5T 20,5 tỷ","20,5 tỷ",62 m²,"330,64 tr/m²",,,"Thanh Xuân, Hà Nội"
"Bán nhà HXH 8m Đường số 9 P.16, DT 4x20m, 1 trệt 3 lầu. Giá 8,6 tỷ","8,6 tỷ",80 m²,"107,5 tr/m²",5 Phòng ngủ,6 WC,"Gò Vấp, Hồ Chí Minh"
"Trần Khát Chân- ô tô tránh - gara ô tô - 50m2 - chỉ 7,5 tỷ - mặt tiền cực khủng","7,5 tỷ",50 m²,150 tr/m²,4 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
"XUÂN THUỶ CẦU GIẤY - MẶT NGÕ TO NHƯ PHỐ - 60M, MT 4.5M - KINH DOANH - ÔTÔ TRÁNH DỪNG ĐỖ NGÀY ĐÊM.","19,5 tỷ",60 m²,325 tr/m²,4 Phòng ngủ,3 WC,"Cầu Giấy, Hà Nội"
"Nhà 3 tầng 3PN Bình Chuẩn, Thuận An, Bình Dương SHR giá chỉ 2,9 tỷ","2,9 tỷ",60 m²,"48,33 tr/m²",3 Phòng ngủ,2 WC,"Thuận An, Bình Dương"
"Bán nhà 1 trệt 2 lầu hoàn công 3,65 tỷ cách Thủ Đức 6km, p.Tân Đông Hiệp, Tp.Dĩ An","3,65 tỷ",60 m²,"60,83 tr/m²",4 Phòng ngủ,4 WC,"Dĩ An, Bình Dương"
"Bán gấp Nhà riêng tại Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM, 13,5 tỷ, 70,7m2","13,5 tỷ","70,7 m²","190,95 tr/m²",9 Phòng ngủ,10 WC,"Quận 3, Hồ Chí Minh"
"Nhà mới ô tô đỗ cửa ngày đêm, vào nhà thoải mái tại Đức Giang, hàng cực hiếm, giá nhỉnh 7 tỷ","7,5 tỷ",32 m²,"234,38 tr/m²",3 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Giảm 3 tỷ bán nhà sát mặt tiền Trường Sa, 3 tầng, hẻm xe tải kinh doanh, khuôn đất chuẩn chỉnh","12,3 tỷ","55,5 m²","221,62 tr/m²",4 Phòng ngủ,4 WC,"Bình Thạnh, Hồ Chí Minh"
Siêu phẩm 37m2 - 20m ô tô tránh - vị trí đỉnh 139 Nguyễn Ngọc Vũ - sổ đỏ đẹp,"8,5 tỷ",37 m²,"229,73 tr/m²",,,"Cầu Giấy, Hà Nội"
"Bán tòa nhà căn hộ dịch vụ, Lê Trọng Tấn, Q. Bình Tân. Giá 23,8 tỷ còn TL, xây dựng mới 100%","23,8 tỷ",300 m²,"79,33 tr/m²",55 Phòng ngủ,55 WC,"Bình Tân, Hồ Chí Minh"
"Bán Nhà 3 Tầng Full Nội Thất Ô Tô Đỗ Cửa Tại Đông La, Hoài Đức",4 tỷ,"36,2 m²","110,5 tr/m²",3 Phòng ngủ,3 WC,"Hoài Đức, Hà Nội"
BÁN NHÀ - ĐẤT PHÂN LÔ - CẦU GIẤY,"15,5 tỷ",50 m²,310 tr/m²,,,"Cầu Giấy, Hà Nội"
Gần mặt phố Nguyễn Khả Trạc - trung tâm Cầu Giấy - 60m2 5 tầng MT 4.5m - kinh doanh ngày đêm,"22,3 tỷ",60 m²,"371,67 tr/m²",6 Phòng ngủ,6 WC,"Cầu Giấy, Hà Nội"
"Phân lô quân đội ô tô đỗ cửa Ngô Quyền 39m2 x 4T, MT 3.9m nhà đẹp ở ngay full nội thất","9,65 tỷ",39 m²,"247,44 tr/m²",4 Phòng ngủ,4 WC,"Hà Đông, Hà Nội"
Chính chủ bán nhà Cầu Doãn Kế Thiện Cầu Giấy 41m2 5T 7P moning đỗ cửa ô tô tránh 1 nhà 0961 450 ***.,11 tỷ,41 m²,"268,29 tr/m²",7 Phòng ngủ,7 WC,"Cầu Giấy, Hà Nội"
Siêu CHDV 97m2 13 phòng dòng tiền 60tr/th ngay kế Phan Xích Long Phú Nhuận,"13,99 tỷ",97 m²,"144,23 tr/m²",13 Phòng ngủ,13 WC,"Phú Nhuận, Hồ Chí Minh"
"Nhà vườn mới xây DT đất 219m2 Mỹ Hạnh Bắc, Đức Hòa, Long An, giá 2,5 tỷ","2,5 tỷ",219 m²,"11,42 tr/m²",3 Phòng ngủ,2 WC,"Đức Hòa, Long An"
"Bán CC mini tại Phạm Ngọc Thạch Đống Đa, Hà Nội, 16 tỷ, 68m2, view đẹp, uy tín 7 tầng thang máy",16 tỷ,68 m²,"235,29 tr/m²",18 Phòng ngủ,18 WC,"Đống Đa, Hà Nội"
"Siêu phẩm vừa cập bến Bùi Xương Trạch - Thanh Xuân. Chỉ 200tr/m, nhà đẹp, lô góc, nội thất đầy đủ","9,3 tỷ",46 m²,"202,17 tr/m²",3 Phòng ngủ,3 WC,"Thanh Xuân, Hà Nội"
Cần bán gấp nhà Hoàng Mai. DT 60m2 3tầng 7.595 tỷ,"7,6 tỷ",60 m²,"126,58 tr/m²",3 Phòng ngủ,3 WC,"Hoàng Mai, Hà Nội"
"BÁN NHÀ HOÀI THANH VỊ TRÍ ĐẸP, GIÁ TỐT, CHỦ THIỆN CHÍ BÁN NHANH","7,7 tỷ",80 m²,"96,25 tr/m²",2 Phòng ngủ,1 WC,"Ngũ Hành Sơn, Đà Nẵng"
"Bán nhà đường TAM TRINH, Phân lô, 05 tầng, 46m2- KCBT. quận Hai Bà Trưng, Hà Nội- Giá TL 8.35 tỷ","8,35 tỷ",46 m²,"181,52 tr/m²",4 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà riêng 5PN, 5WC, 60m2 tại Xã Mai Đình, Sóc Sơn, Hà Nội, 4,5 tỷ","4,5 tỷ",60 m²,75 tr/m²,5 Phòng ngủ,5 WC,"Sóc Sơn, Hà Nội"
(PHÂN LÔ) Bán nhà mặ ngõ Thái Thịnh 55mx4T sổ vuông 2 thoáng 15 tỷ KD VP gần phố ngã tư sở Đống Đa,15 tỷ,55 m²,"272,73 tr/m²",4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Chủ định cư, Dư nhà bán; Giá chỉ 7,2T còn thương lượng mạnh; TẶNG FULL NỘI THẤT","7,2 tỷ",53 m²,"135,85 tr/m²",2 Phòng ngủ,2 WC,"Quận 7, Hồ Chí Minh"
"Bán Nhà Phân lô Ngõ Phố Trích Sài - Lạc Long Quân. DT 62 m2, Xây 4 Tầng, MT 5,2 m ( Giá 21 tỷ )",21 tỷ,62 m²,"338,71 tr/m²",,,"Tây Hồ, Hà Nội"
"siêu hấp dẫn! bán nhà ngang 6m DTCN: 101m2 tại phường 8, Quận 3, HCM giá siêu hời chỉ với 19 tỷ TL",19 tỷ,101 m²,"188,12 tr/m²",4 Phòng ngủ,4 WC,"Quận 3, Hồ Chí Minh"
Sài Đồng bán nhà 8 tầng thang máy full nội thất cao cấp đường ô tô tránh kinh doanh đỉnh,13 tỷ,60 m²,"216,67 tr/m²",3 Phòng ngủ,3 WC,"Long Biên, Hà Nội"
"SIÊU PHẨM LONG BIÊN, GARA 2 Ô TÔ, TRƯỚC NHÀ Ô TÔ TRÁNH, THIẾT KẾ HIỆN ĐẠI, SANG TRỌNG",21 tỷ,70 m²,300 tr/m²,4 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
Phố Tây Sơn Lô Góc Hai Mặt Thoáng Thang Máy Nhập Khẩu Dòng Tiền Cho Thuê 100Tr Tháng,"16,8 tỷ",60 m²,280 tr/m²,12 Phòng ngủ,,"Đống Đa, Hà Nội"
Căn Duy Nhất Bành Văn Trân HXH 6m giá chỉ: 6.990 tỷ TL 1 trệt 2 lầu ST nhà mới ở liền kiếm không ra,"6,99 tỷ",33 m²,"211,82 tr/m²",3 Phòng ngủ,4 WC,"Tân Bình, Hồ Chí Minh"
"SIÊU ĐẸP HIẾM HAI Ô TÔ TRÁNH DỪNG ĐỖ PHÂN LÔ BÀN CỜ - HƯNG THỊNH 45 M , MT 4.5 M GIÁ 8 TỶ",8 tỷ,45 m²,"177,78 tr/m²",6 Phòng ngủ,5 WC,"Hoàng Mai, Hà Nội"
"Bán NR 3PN 2WC tại Tam Trinh, Hoàng Mai, 6,3 tỷ, 33,8m2 hàng hiếm giá cực chất","6,3 tỷ","33,8 m²","186,39 tr/m²",3 Phòng ngủ,2 WC,"Hoàng Mai, Hà Nội"
"PHÂN LÔ VIP LÊ TRỌNG TẤN - THANH XUÂN , 90M , MẶT TIỀN 5M , VỈ HÈ RỘNG, Ô TÔ TRÁNH . GIÁ : 26 TỶ !",26 tỷ,90 m²,"288,89 tr/m²",4 Phòng ngủ,4 WC,"Thanh Xuân, Hà Nội"
"Bán nhà phân lô đại học Ngoại Ngữ - Trần Quốc Hoàn, DT 40m2, 5 tầng thang máy","17,25 tỷ",40 m²,"431,25 tr/m²",7 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
Nhà 4 tầng ngay Hoàng Diệu 2 - 80m2(4.5x18m) - 4PN 4WC - Đường 8m thông - 9.5 Tỷ,"9,5 tỷ",80 m²,"118,75 tr/m²",4 Phòng ngủ,4 WC,"Thủ Đức, Hồ Chí Minh"
"Nhỉnh 7 tỷ, lô góc, ô tô tránh, hàng hiếm 47m2 tại Kim Chung gần VĐ 3.5, Trịnh Văn Bô, QL 32","7,29 tỷ",47 m²,"155,11 tr/m²",4 Phòng ngủ,4 WC,"Hoài Đức, Hà Nội"
"Ngay mặt phố cách Xã Đàn 50m 57 tỷ - 160m2 7 tầng MT 7,7m - dòng tiền 4tỷ/năm - e Phương 0868 779 ***",57 tỷ,160 m²,"356,25 tr/m²",40 Phòng ngủ,42 WC,"Đống Đa, Hà Nội"
"Nhà chính chủ 1 trệt 1 lầu, ngang 8m. 200tc, đất sạch phủ hồng tại Long Phước, Bà Rịa, VT.","4,5 tỷ",200 m²,"22,5 tr/m²",8 Phòng ngủ,3 WC,"Bà Rịa, Bà Rịa Vũng Tàu"
"Tòa nhà Văn Phòng tại hẻm 8M thông Phổ Quang - gần sân bay TSN. 5x20, 8 tầng + hầm + thang máy.",35 tỷ,120 m²,"291,67 tr/m²",,,"Tân Bình, Hồ Chí Minh"
"Bán nhà hẻm 254, Thái Phiên, P8, Q11, TP. Hồ Chí Minh",13 tỷ,"65,7 m²","197,87 tr/m²",10 Phòng ngủ,6 WC,"Quận 11, Hồ Chí Minh"
Bán gấp- căn nhà Ô TÔ đỗ cửa - ngay gần ngã tư Vạn Phúc - Thang máy - DT 44m2 - gía 9tỷ3,"9,3 tỷ",44 m²,"211,36 tr/m²",3 Phòng ngủ,4 WC,"Hà Đông, Hà Nội"
"Chính chủ bán rẻ hơn thị trường nhà ở Bạch Mai| 46m2 x 4 tầng đầy đủ nội thất cao cấp: 8,1 tỷ","8,1 tỷ",46 m²,"176,09 tr/m²",4 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà riêng tại Vũng Việt, 8 tỷ, 409m2, 2PN, 1WC, Q. Dĩ An, Bình Dương, hot",8 tỷ,409 m²,"19,56 tr/m²",2 Phòng ngủ,1 WC,"Dĩ An, Bình Dương"
"Bán nhà mới đúc 3 tấm 350/20/7 P9 (P8 mới) Quận Gò vấp TP HCM giá chỉ 5,88 tỷ","5,88 tỷ",36 m²,"163,33 tr/m²",4 Phòng ngủ,3 WC,"Gò Vấp, Hồ Chí Minh"
"Bán nhà biệt thự Phổ Quang - Huỳnh Lan Khanh, P. 2, Tân Bình, DT: 8x25m, 3 tầng, giá chỉ: 29 tỷ TL",29 tỷ,200 m²,145 tr/m²,,,"Tân Bình, Hồ Chí Minh"
"Bán nhà hẻm nhựa 8m Lê Văn Sỹ, ngay gần Trần Quang Diệu. DT: 7 x 16m. 4 tầng. Giá chỉ: 25,5 tỷ","25,5 tỷ",105 m²,"242,86 tr/m²",,,"Quận 3, Hồ Chí Minh"
"Bán nhà HIẾM 3 thoáng phố Lê Văn Thiêm ô tô ra vào an sinh cực đỉnh sát mặt phố 55m2 5T 19,5 tỷ","19,5 tỷ",55 m²,"354,54 tr/m²",,,"Thanh Xuân, Hà Nội"
"Bán nhà phân lô 2 thoáng sát mặt phố Ngụy Như Kon Tum oto tránh vỉa hè kinh doanh 68m2 6T 25,8 tỷ","25,8 tỷ",68 m²,"379,41 tr/m²",,,"Thanh Xuân, Hà Nội"
"08/5/2025 bán nhà Thể Giao MT 4m 17,3 tỷ đầy đủ nội thất mới, 41,6m2, 3PN + 3WC, Hai Bà Trưng, HN","17,3 tỷ","41,6 m²","415,86 tr/m²",3 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà riêng đường Trịnh Hoài Đức, Hiệp Phú, tp Thủ Đức, DT 52m2, hẻm xe hơi, giá bán 5,2 tỷ","5,2 tỷ",52 m²,100 tr/m²,,,"Thủ Đức, Hồ Chí Minh"
Siêu phẩm nhà đẹp Kim Mã Quận Ba Đình - nhà 2 mặt thoáng vĩnh viễn - ô tô đỗ tránh cách nhà 10m,"10,6 tỷ",47 m²,"225,53 tr/m²",4 Phòng ngủ,5 WC,"Ba Đình, Hà Nội"
"Bán tòa Chung cư mini 80m2 mới tinh thiết kế 17 phòng cho thuê, PCCC đầy đủ tại Tân Triều",19 tỷ,80 m²,"237,5 tr/m²",,,"Thanh Trì, Hà Nội"
Cần bán gấp nhà HXH Cách Mạng Tháng 8 - P. 12 - Q. 10 - trung tâm Q. 10 TP. HCM,6 tỷ,"34,2 m²","175,44 tr/m²",2 Phòng ngủ,2 WC,"Quận 10, Hồ Chí Minh"
"Bán tòa CHDV cao cấp. Ngõ ôtô tránh, dòng tiền 135 triệu/tháng: 100m2 x7 tầng, MT 6.5m giá 27 tỷ",27 tỷ,95 m²,"284,21 tr/m²",25 Phòng ngủ,25 WC,"Hoàng Mai, Hà Nội"
"Bán nhà ô tô đỗ gần trục chính tổ 4 Đa Sỹ ngã 5 Hà Trì full nội thất ngõ rộng giá chỉ 7,8tỷ 45m2","7,8 tỷ",45 m²,"173,33 tr/m²",,,"Hà Đông, Hà Nội"
Chính chủ bán nhà ngang 6m hẻm Củ Chi - Vĩnh Hải,"6,2 tỷ",118 m²,"52,54 tr/m²",4 Phòng ngủ,2 WC,"Nha Trang, Khánh Hòa"
"Bán nhà riêng Định Công 40m_6 tầng, ô tô đỗ cửa, view hồ, trung tâm quận Hoàng Mai","6,9 tỷ",40 m²,"172,5 tr/m²",,,"Hoàng Mai, Hà Nội"
"Siêu hiếm - bán nhà phố Đông Tác - 57m2 - 8 tầng - dòng tiền 600tr/năm - giá 8,95 tỷ","8,95 tỷ",57 m²,"157,02 tr/m²",13 Phòng ngủ,13 WC,"Đống Đa, Hà Nội"
Bán nhà LK Ngô Thì Nhậm thang máy kinh doanh ngày đêm tiềm năng sinh lời giá đầu tư 40m2 13.3 tỷ,"13,3 tỷ",40 m²,"332,5 tr/m²",,,"Hà Đông, Hà Nội"
Bán nhà phân lô KĐT Văn Phú vị trí đẹp kinh doanh tốt tiềm năng sinh lời 40.5m2 giá 13.2 tỷ,"13,2 tỷ","40,5 m²","325,93 tr/m²",,,"Hà Đông, Hà Nội"
"Bán nhà siêu rẻ cuối đường Bà Triệu, Lê Lợi ngay ngã 5 Hà Trì giá chỉ hơn 6tỷ 30m full nội thất","6,2 tỷ",30 m²,"206,67 tr/m²",,,"Hà Đông, Hà Nội"
"HÀNG ĐỘC QUYỀN DUY NHẤT TRƯỜNG THỌ- HẺM XE HƠI- 2TẦNG 66M2- 3PN- 5,9TỶ- NHÀ MỚI THIẾT KẾ HIỆN ĐẠI","5,9 tỷ",66 m²,"89,39 tr/m²",3 Phòng ngủ,2 WC,"Thủ Đức, Hồ Chí Minh"
"Bán Gấp HXH Lạc Long Quân thông hẻm 373 Lý Thường Kiệt. N4x11.5m xây 4 tầng, giá 6.9ty","6,9 tỷ",46 m²,150 tr/m²,4 Phòng ngủ,4 WC,"Tân Bình, Hồ Chí Minh"
"Bán tòa căn hộ dịch vụ 6 tầng thang máy 13 phòng khép kín, phố Nguyễn Đức Cảnh, quận Hoàng Mai","13,1 tỷ",61 m²,"214,75 tr/m²",13 Phòng ngủ,14 WC,"Hoàng Mai, Hà Nội"
Bán nhà riêng chính chủ tại ngõ 110 Trần Duy Hưng đi vào (Trung Kính cũ),"8,3 tỷ",46 m²,"180,44 tr/m²",3 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
(Tin thật 100%) Bán nhà 72.3m2 x 7 tầng ở phố Lâm Hạ - Nội thất triệu đô - Đẳng cấp nhất Long Biên,"30,6 tỷ","72,3 m²","423,24 tr/m²",5 Phòng ngủ,6 WC,"Long Biên, Hà Nội"
"Nhà bán chính chủ, giá 19 tỷ cách đường Phạm Văn Đồng 15m hẻm rộng xe tải",19 tỷ,135 m²,"140,74 tr/m²",,,"Gò Vấp, Hồ Chí Minh"
"BAN NHÀ MỚI LÔ GÓC 5 TẦNG 30m2, MT 5m PHỐ XUÂN ĐỖ LONG BIÊN 4.75tỷ","4,75 tỷ",30 m²,"158,33 tr/m²",3 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Bán nhà ngõ 299 Hoàng Mai Đền Lừ 40mx5 tầng mới xây thang máy, cách ô tô 30m ngõ 2,8m 0984 842 *** CC","7,58 tỷ",40 m²,"189,5 tr/m²",3 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
"Bán NR 90m2, 48 tỷ, 8PN, 7WC tại Linh Lang, Cống Vị, Ba Đình, HN giá tốt uy tín",48 tỷ,90 m²,"533,33 tr/m²",8 Phòng ngủ,7 WC,"Ba Đình, Hà Nội"
"Toà chung cư mini, mặt ngõ ôtô, Q. Thanh Xuân, 65m2 x 7T, thang máy, dòng tiền 90tr/th, 16 tỷ",16 tỷ,65 m²,"246,15 tr/m²",12 Phòng ngủ,12 WC,"Thanh Xuân, Hà Nội"
"Nhà MT sát chợ Hội An, đường Trương Minh Lượng view sông","12,2 tỷ",68 m²,"179,41 tr/m²",2 Phòng ngủ,3 WC,"Hội An, Quảng Nam"
"Bán Nhà có thể Kinh Doanh ngõ 409 Kim Mã, ô tô đỗ. Diện tích 74m2, 4 tầng xây kiên cố",19 tỷ,74 m²,"256,76 tr/m²",3 Phòng ngủ,3 WC,"Ba Đình, Hà Nội"
"CHÍNH CHỦ BÁN NHÀ NGÕ 59 HOÀNG CẦU, 7 TẦNG THANG MÁY, XÂY MỚI, NGÕ Ô TÔ, GẦN PHỐ GIÁ 15,3 TỶ","15,3 tỷ",45 m²,340 tr/m²,4 Phòng ngủ,6 WC,"Đống Đa, Hà Nội"
"Bán nhà 6/29 Bùi Thị Xuân p.2 Tân Bình ngay sân bay 3,5x8m 1T1L giá 3,5 tỷ","3,5 tỷ",27 m²,"129,63 tr/m²",2 Phòng ngủ,2 WC,"Tân Bình, Hồ Chí Minh"
"Bán NR tại Đặng Thùy Trâm,Dịch Vọng, 22 tỷ, 65m2 - Nhà chất, vị trí xịn",22 tỷ,65 m²,"338,46 tr/m²",,,"Cầu Giấy, Hà Nội"
ĐỘC NHẤT TÒA CHDV CẦU GIẤY- 100M2 - 9 NỔI -1 HẦM- DÒNG TIỀN 54 TỶ-28P- DÒNG TIỀN 250TR/THÁNG,54 tỷ,100 m²,540 tr/m²,28 Phòng ngủ,28 WC,"Cầu Giấy, Hà Nội"
Bán nhà khu Tên Lửa căn đôi 8 x 16,"16,8 tỷ",128 m²,"131,25 tr/m²",10 Phòng ngủ,8 WC,"Bình Tân, Hồ Chí Minh"
Cực hiếm nhà 2 tầng - khu dân cư đông đúc - ko quy hoạch - hẻm xe hơi đua nhau tới nhà,"4,5 tỷ",85 m²,"52,94 tr/m²",,,"Nhà Bè, Hồ Chí Minh"
"Chính chủ bán nhà ngõ 175 Bát Khối Tư Đình, Long Biên, cạnh công viên, full nội thất, LH 0931 411 ***",6 tỷ,31 m²,"193,55 tr/m²",3 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Bán nhà riêng 40m2 tại Kim Giang, Thanh Liệt, Thanh Trì, Hà Nội, giá cực chất 8 tỷ VND",8 tỷ,40 m²,200 tr/m²,4 Phòng ngủ,3 WC,"Thanh Trì, Hà Nội"
"Bán nhà đường Mỹ Đình mặt ngõ rộng, thang máy, thông sàn, kinh doanh tốt. 45m2, giá 11,5 tỷ","11,5 tỷ",45 m²,"255,56 tr/m²",5 Phòng ngủ,5 WC,"Nam Từ Liêm, Hà Nội"
"Bán nhà riêng 41m2, 5tầng chỉ 4,6 tỷ tại Xã Di Trạch, Hoài Đức","4,6 tỷ",41 m²,"112,2 tr/m²",3 Phòng ngủ,4 WC,"Hoài Đức, Hà Nội"
"Bán nhà 3 tầng, khu đồng bộ an ninh đường 5m, gần Metro, P. Trường Thọ, hoàn công chuẩn, vuông vức","7,2 tỷ","61,4 m²","117,26 tr/m²",3 Phòng ngủ,4 WC,"Thủ Đức, Hồ Chí Minh"
"Căn góc! Phố Phùng Chí Kiên, phân lô vip, ô tô tránh, 3 thoáng, kinh doanh đỉnh, văn phòng, 58m2*6T","13,5 tỷ",58 m²,"232,76 tr/m²",,,"Cầu Giấy, Hà Nội"
"Nhà phố Phúc Hoa - Phú Thượng - An Dương Vương: 74m2x5T, MT: 4,8m, giá 24 tỷ, vỉa hè, oto tránh",24 tỷ,74 m²,"324,32 tr/m²",5 Phòng ngủ,6 WC,"Tây Hồ, Hà Nội"
Chính chủ bán nhà Trương Định - Tân Mai - Hoàng Mai,"13,2 tỷ",66 m²,200 tr/m²,,,"Hoàng Mai, Hà Nội"
